	DATE	WEEKDAY	MONTH	SEASON	MATCHDAY_x	HOME_TEAM	PLACE_HOME_TEAM	AWAY_TEAM	PLACE_AWAY_TEAM	WIN_PERC_HOME	REMIS_PERC	WIN_PERC_AWAY	HOME_GOALS	AWAY_GOALS	RESULT	REFEREE	WEATHER_STATION	MIN_TEMP_C	MAX_TEMP_C	SNOW_HEIGHT_cm	RAIN_l/m2	SUNSHINE_DURATION_h	MATCHDAY_y
0	1963-08-24	5	8	1963	1	Hertha BSC	14	1.FC Nürnberg	9				1.0	1.0	DRAW	Rolf Seekamp							
1	1963-08-24	5	8	1963	1	Werder Bremen	10	Bor. Dortmund	4				3.0	2.0	HOME_WIN	Alfred Ott							
2	1963-08-24	5	8	1963	1	E. Frankfurt	2	1.FC K'lautern	12				1.0	1.0	DRAW	Johannes Malka							
3	1963-08-24	5	8	1963	1	Karlsruher SC	13	Meidericher SV	3				1.0	4.0	AWAY_WIN	Walter Zimmermann							
4	1963-08-24	5	8	1963	1	1860 München	7	E. Braunschweig	11				1.0	1.0	DRAW	Helmut Fritz							
5	1963-08-24	5	8	1963	1	Pr. Münster	15	Hamburger SV	6				1.0	1.0	DRAW	Kurt Tschenscher							
6	1963-08-24	5	8	1963	1	Saarbrücken	16	1.FC Köln	1				0.0	2.0	AWAY_WIN	Rudolf Kreitlein							
7	1963-08-24	5	8	1963	1	FC Schalke 04	8	VfB Stuttgart	5				2.0	0.0	HOME_WIN	Gerhard Schulenburg							
8	1963-08-31	5	8	1963	2	VfB Stuttgart	15	Hertha BSC	10				2.0	0.0	HOME_WIN	Fritz Schörnich							
9	1963-08-31	5	8	1963	2	Hamburger SV	9	Saarbrücken	14				4.0	2.0	HOME_WIN	Günther Baumgärtl							
10	1963-08-31	5	8	1963	2	1.FC K'lautern	5	FC Schalke 04	3				2.0	3.0	AWAY_WIN	Karl Riegg							
11	1963-08-31	5	8	1963	2	1.FC Nürnberg	6	Werder Bremen	4				3.0	0.0	HOME_WIN	Horst Mathieu							
12	1963-08-31	5	8	1963	2	E. Braunschweig	7	Pr. Münster	12				1.0	0.0	HOME_WIN	Günter Sparing							
13	1963-08-31	5	8	1963	2	Bor. Dortmund	13	1860 München	11				3.0	3.0	DRAW	Edgar Deuschel							
14	1963-08-31	5	8	1963	2	1.FC Köln	2	Karlsruher SC	16				4.0	0.0	HOME_WIN	Werner Treichel							
15	1963-08-31	5	8	1963	2	Meidericher SV	1	E. Frankfurt	8				3.0	1.0	HOME_WIN	Werner Spiewak							
16	1963-09-07	5	9	1963	3	1860 München	7	1.FC Köln	1				1.0	3.0	AWAY_WIN	Herbert Lutz							
17	1963-09-07	5	9	1963	3	Pr. Münster	12	Meidericher SV	2				4.0	2.0	HOME_WIN	Karl Niemeyer							
18	1963-09-07	5	9	1963	3	E. Frankfurt	13	1.FC Nürnberg	4				2.0	3.0	AWAY_WIN	Kurt Handwerker							
19	1963-09-07	5	9	1963	3	FC Schalke 04	3	Bor. Dortmund	10				3.0	1.0	HOME_WIN	Helmut Fritz							
20	1963-09-07	5	9	1963	3	Werder Bremen	9	VfB Stuttgart	8				2.0	2.0	DRAW	Günther Baumgärtl							
21	1963-09-07	5	9	1963	3	Karlsruher SC	16	Hamburger SV	5				0.0	4.0	AWAY_WIN	Johannes Malka							
22	1963-09-07	5	9	1963	3	Saarbrücken	15	E. Braunschweig	6				2.0	2.0	DRAW	Josef Kandlbinder							
23	1963-09-07	5	9	1963	3	Hertha BSC	14	1.FC K'lautern	11				2.0	2.0	DRAW	Walter Zimmermann							
24	1963-09-14	5	9	1963	4	1.FC Köln	1	FC Schalke 04	2				2.0	2.0	DRAW	Fritz Schömich							
25	1963-09-14	5	9	1963	4	E. Braunschweig	6	Karlsruher SC	16				2.0	0.0	HOME_WIN	Willi Thier							
26	1963-09-14	5	9	1963	4	Meidericher SV	5	Hertha BSC	12				1.0	3.0	AWAY_WIN	Edgar Deuschel							
27	1963-09-14	5	9	1963	4	Hamburger SV	3	E. Frankfurt	14				3.0	0.0	HOME_WIN	Hans-Joachim Weyland							
28	1963-09-14	5	9	1963	4	1.FC K'lautern	10	Werder Bremen	9				3.0	0.0	HOME_WIN	Rudolf Kreitlein							
29	1963-09-14	5	9	1963	4	Bor. Dortmund	13	Saarbrücken	15				2.0	1.0	HOME_WIN	Günter Sparing							
30	1963-09-14	5	9	1963	4	1.FC Nürnberg	4	Pr. Münster	7				2.0	2.0	DRAW	Gerhard Schulenburg							
31	1963-09-14	5	9	1963	4	VfB Stuttgart	8	1860 München	11				1.0	1.0	DRAW	Kurt Tschenscher							
32	1963-09-21	5	9	1963	5	Hertha BSC	9	1.FC Köln	2				0.0	3.0	AWAY_WIN	Josef Kandlbinder							
33	1963-09-21	5	9	1963	5	Werder Bremen	13	Meidericher SV	7				1.0	1.0	DRAW	Helmut Fritz							
34	1963-09-21	5	9	1963	5	E. Frankfurt	15	E. Braunschweig	5				3.0	0.0	HOME_WIN	Alfred Ott							
35	1963-09-21	5	9	1963	5	Karlsruher SC	16	Bor. Dortmund	11				1.0	3.0	AWAY_WIN	Herbert Lutz							
36	1963-09-21	5	9	1963	5	1860 München	12	1.FC K'lautern	6				3.0	0.0	HOME_WIN	Fritz Leidag							
37	1963-09-21	5	9	1963	5	Pr. Münster	8	VfB Stuttgart	10				4.0	2.0	HOME_WIN	Werner Treichel							
38	1963-09-21	5	9	1963	5	Saarbrücken	14	1.FC Nürnberg	4				3.0	5.0	AWAY_WIN	Johannes Malka							
39	1963-09-21	5	9	1963	5	FC Schalke 04	3	Hamburger SV	1				1.0	0.0	HOME_WIN	Rudolf Kreitlein							
40	1963-10-05	5	10	1963	6	Meidericher SV	7	1860 München	8				3.0	0.0	HOME_WIN	Gerhard Pooch							
41	1963-10-05	5	10	1963	6	1.FC K'lautern	10	Pr. Münster	5				0.0	0.0	DRAW	Rolf Seekamp							
42	1963-10-05	5	10	1963	6	1.FC Köln	1	Werder Bremen	13				4.0	3.0	HOME_WIN	Edgar Deuschel							
43	1963-10-05	5	10	1963	6	VfB Stuttgart	11	Saarbrücken	15				3.0	1.0	HOME_WIN	Hans-Joachim Weyland							
44	1963-10-05	5	10	1963	6	1.FC Nürnberg	3	Karlsruher SC	16				2.0	4.0	AWAY_WIN	Günter Sparing							
45	1963-10-05	5	10	1963	6	Hamburger SV	4	Hertha BSC	12				5.0	1.0	HOME_WIN	Karl Riegg							
46	1963-10-05	5	10	1963	6	E. Braunschweig	6	FC Schalke 04	2				4.0	3.0	HOME_WIN	Kurt Handwerker							
47	1963-10-05	5	10	1963	6	Bor. Dortmund	9	E. Frankfurt	14				3.0	0.0	HOME_WIN	Walter Zimmermann							
48	1963-10-12	5	10	1963	7	Hertha BSC	13	E. Braunschweig	5				1.0	2.0	AWAY_WIN	Oswald Fritz							
49	1963-10-12	5	10	1963	7	E. Frankfurt	14	1.FC Köln	1				2.0	1.0	HOME_WIN	Helmut Fritz							
50	1963-10-12	5	10	1963	7	Karlsruher SC	15	VfB Stuttgart	9				0.0	3.0	AWAY_WIN	Josef Kandlbinder							
51	1963-10-12	5	10	1963	7	1860 München	11	1.FC Nürnberg	4				5.0	0.0	HOME_WIN	Rudolf Kreitlein							
52	1963-10-12	5	10	1963	7	Saarbrücken	16	1.FC K'lautern	10				2.0	4.0	AWAY_WIN	Alfred Ott							
53	1963-10-12	5	10	1963	7	FC Schalke 04	3	Meidericher SV	6				2.0	2.0	DRAW	Ewald Regely							
54	1963-10-12	5	10	1963	7	Werder Bremen	12	Hamburger SV	2				4.0	2.0	HOME_WIN	Erwin Sturm							
55	1963-10-12	5	10	1963	7	Pr. Münster	8	Bor. Dortmund	7				1.0	2.0	AWAY_WIN	Berthold Schmidt							
56	1963-10-19	5	10	1963	8	E. Braunschweig	3	Werder Bremen	12				1.0	1.0	DRAW	Gerhard Pooch							
57	1963-10-19	5	10	1963	8	Meidericher SV	6	Saarbrücken	16				3.0	1.0	HOME_WIN	Kurt Handwerker							
58	1963-10-19	5	10	1963	8	Hamburger SV	4	1860 München	9				5.0	0.0	HOME_WIN	Horst Mathieu							
59	1963-10-19	5	10	1963	8	1.FC K'lautern	11	Karlsruher SC	15				1.0	0.0	HOME_WIN	Fritz Schörnich							
60	1963-10-19	5	10	1963	8	1.FC Köln	1	Pr. Münster	10				3.0	0.0	HOME_WIN	Hans-Joachim Weyland							
61	1963-10-19	5	10	1963	8	1.FC Nürnberg	8	FC Schalke 04	2				0.0	2.0	AWAY_WIN	Alfred Ott							
62	1963-10-19	5	10	1963	8	VfB Stuttgart	7	E. Frankfurt	13				0.0	0.0	DRAW	Karl Niemeyer							
63	1963-10-19	5	10	1963	8	Bor. Dortmund	5	Hertha BSC	14				7.0	2.0	HOME_WIN	Werner Spiewak							
64	1963-10-26	5	10	1963	9	Hertha BSC	14	E. Frankfurt	13				1.0	3.0	AWAY_WIN	Gerhard Schulenburg							
65	1963-10-26	5	10	1963	9	Hamburger SV	3	E. Braunschweig	5				2.0	1.0	HOME_WIN	Herbert Lutz							
66	1963-10-26	5	10	1963	9	1.FC Köln	1	Meidericher SV	6				3.0	3.0	DRAW	Günther Baumgärtl							
67	1963-10-26	5	10	1963	9	Pr. Münster	10	1860 München	11				0.0	0.0	DRAW	Helmut Fritz							
68	1963-10-26	5	10	1963	9	1.FC Nürnberg	9	1.FC K'lautern	8				0.0	5.0	AWAY_WIN	Willi Thier							
69	1963-10-26	5	10	1963	9	Saarbrücken	16	Karlsruher SC	15				1.0	3.0	AWAY_WIN	Werner Treichel							
70	1963-10-26	5	10	1963	9	FC Schalke 04	2	Werder Bremen	12				2.0	3.0	AWAY_WIN	Kurt Tschenscher							
71	1963-10-26	5	10	1963	9	VfB Stuttgart	7	Bor. Dortmund	4				2.0	1.0	HOME_WIN	Oswald Fritz							
72	1963-11-08	4	11	1963	10	E. Braunschweig	8	1.FC Köln	1				1.0	1.0	DRAW	Kurt Tschenscher							
73	1963-11-09	5	11	1963	10	Meidericher SV	6	Hamburger SV	2				4.0	0.0	HOME_WIN	Heinz Fischer							
74	1963-11-09	5	11	1963	10	E. Frankfurt	12	FC Schalke 04	3				4.0	2.0	HOME_WIN	Horst Mathieu							
75	1963-11-09	5	11	1963	10	1.FC K'lautern	5	VfB Stuttgart	7				1.0	3.0	AWAY_WIN	Johannes Malka							
76	1963-11-09	5	11	1963	10	Karlsruher SC	15	Pr. Münster	10				4.0	2.0	HOME_WIN	Alfred Ott							
77	1963-11-09	5	11	1963	10	1860 München	11	Saarbrücken	16				7.0	1.0	HOME_WIN	Gerhard Schulenburg							
78	1963-11-09	5	11	1963	10	Werder Bremen	9	Hertha BSC	14				2.0	2.0	DRAW	Willi Thier							
79	1963-11-09	5	11	1963	10	Bor. Dortmund	4	1.FC Nürnberg	13				3.0	1.0	HOME_WIN	Erwin Sturm							
80	1963-11-16	5	11	1963	11	E. Braunschweig	7	Meidericher SV	4				0.0	0.0	DRAW	Rudolf Kreitlein							
81	1963-11-16	5	11	1963	11	1.FC Köln	1	Hamburger SV	2				4.0	1.0	HOME_WIN	Josef Kandlbinder							
82	1963-11-16	5	11	1963	11	Saarbrücken	16	Pr. Münster	12				1.0	1.0	DRAW	Karl Riegg							
83	1963-11-16	5	11	1963	11	VfB Stuttgart	5	1.FC Nürnberg	13				1.0	0.0	HOME_WIN	Kurt Handwerker							
84	1963-11-16	5	11	1963	11	Werder Bremen	11	E. Frankfurt	10				4.0	1.0	HOME_WIN	Fritz Schörnich							
85	1963-11-16	5	11	1963	11	1860 München	9	Karlsruher SC	14				1.0	0.0	HOME_WIN	Edgar Deuschel							
86	1963-11-16	5	11	1963	11	Bor. Dortmund	3	1.FC K'lautern	8				9.0	3.0	HOME_WIN	Ewald Regely							
87	1963-11-16	5	11	1963	11	FC Schalke 04	6	Hertha BSC	15				1.0	0.0	HOME_WIN	Günter Sparing							
88	1963-11-23	5	11	1963	12	Hertha BSC	15	Saarbrücken	16				3.0	2.0	HOME_WIN	Gerhard Pooch							
89	1963-11-23	5	11	1963	12	Meidericher SV	4	Bor. Dortmund	2				3.0	3.0	DRAW	Alois Wieser							
90	1963-11-23	5	11	1963	12	Hamburger SV	6	VfB Stuttgart	3				1.0	1.0	DRAW	Werner Treichel							
91	1963-11-23	5	11	1963	12	1.FC K'lautern	10	E. Braunschweig	7				2.0	1.0	HOME_WIN	Heinz Fischer							
92	1963-11-23	5	11	1963	12	Karlsruher SC	14	Werder Bremen	9				1.0	1.0	DRAW	Johannes Malka							
93	1963-11-23	5	11	1963	12	Pr. Münster	12	FC Schalke 04	5				2.0	2.0	DRAW	Gerhard Schulenburg							
94	1963-11-23	5	11	1963	12	1.FC Nürnberg	13	1.FC Köln	1				2.0	2.0	DRAW	Herbert Lutz							
95	1963-11-23	5	11	1963	12	E. Frankfurt	11	1860 München	8				5.0	2.0	HOME_WIN	Kurt Tschenscher							
96	1963-11-30	5	11	1963	13	Hertha BSC	15	Karlsruher SC	14				2.0	3.0	AWAY_WIN	Gerhard Schulenburg							
97	1963-11-30	5	11	1963	13	1.FC K'lautern	7	Hamburger SV	6				3.0	2.0	HOME_WIN	Kurt Tschenscher							
98	1963-11-30	5	11	1963	13	1.FC Nürnberg	13	Meidericher SV	4				2.0	0.0	HOME_WIN	Oswald Fritz							
99	1963-11-30	5	11	1963	13	Werder Bremen	8	Saarbrücken	16				0.0	3.0	AWAY_WIN	Karl Niemeyer							
100	1963-11-30	5	11	1963	13	E. Frankfurt	11	Pr. Münster	12				3.0	0.0	HOME_WIN	Edgar Deuschel							
101	1963-11-30	5	11	1963	13	VfB Stuttgart	3	E. Braunschweig	9				5.0	0.0	HOME_WIN	Günther Baumgärtl							
102	1963-11-30	5	11	1963	13	FC Schalke 04	5	1860 München	10				2.0	1.0	HOME_WIN	Herbert Lutz							
103	1963-11-30	5	11	1963	13	Bor. Dortmund	2	1.FC Köln	1				2.0	3.0	AWAY_WIN	Alfred Ott							
104	1963-12-07	5	12	1963	14	Meidericher SV	5	VfB Stuttgart	2				3.0	0.0	HOME_WIN	Gerhard Schulenburg							
105	1963-12-07	5	12	1963	14	Pr. Münster	13	Werder Bremen	9				1.0	3.0	AWAY_WIN	Rudolf Kreitlein							
106	1963-12-07	5	12	1963	14	Karlsruher SC	14	FC Schalke 04	3				1.0	1.0	DRAW	Oswald Fritz							
107	1963-12-07	5	12	1963	14	1860 München	11	Hertha BSC	15				1.0	2.0	AWAY_WIN	Karl Niemeyer							
108	1963-12-07	5	12	1963	14	Saarbrücken	16	E. Frankfurt	8				0.0	4.0	AWAY_WIN	Berthold Schmidt							
109	1963-12-07	5	12	1963	14	E. Braunschweig	10	1.FC Nürnberg	12				2.0	0.0	HOME_WIN	Josef Hoffmann							
110	1963-12-07	5	12	1963	14	1.FC Köln	1	1.FC K'lautern	6				5.0	1.0	HOME_WIN	Werner Treichel							
111	1963-12-21	5	12	1963	14	Hamburger SV	7	Bor. Dortmund	4				2.0	1.0	HOME_WIN	Helmut Fritz							
112	1963-12-14	5	12	1963	15	Werder Bremen	8	1860 München	11				4.0	1.0	HOME_WIN	Günther Baumgärtl							
113	1963-12-14	5	12	1963	15	E. Frankfurt	7	Karlsruher SC	14				0.0	3.0	AWAY_WIN	Heinz Fischer							
114	1963-12-14	5	12	1963	15	1.FC K'lautern	9	Meidericher SV	4				1.0	1.0	DRAW	Alfons Betz							
115	1963-12-14	5	12	1963	15	1.FC Nürnberg	12	Hamburger SV	6				3.0	2.0	HOME_WIN	Fritz Schörnich							
116	1963-12-14	5	12	1963	15	FC Schalke 04	3	Saarbrücken	16				4.0	1.0	HOME_WIN	Rudolf Kreitlein							
117	1963-12-14	5	12	1963	15	VfB Stuttgart	2	1.FC Köln	1				0.0	1.0	AWAY_WIN	Horst Mathieu							
118	1963-12-14	5	12	1963	15	Hertha BSC	15	Pr. Münster	13				2.0	0.0	HOME_WIN	Walter Zimmermann							
119	1963-12-14	5	12	1963	15	Bor. Dortmund	5	E. Braunschweig	10				3.0	0.0	HOME_WIN	Rudibert Jacobi							
120	1964-01-11	5	1	1963	16	Bor. Dortmund	3	Werder Bremen	6				4.0	3.0	HOME_WIN	Karl Riegg							
121	1964-01-11	5	1	1963	16	Meidericher SV	4	Karlsruher SC	13				2.0	0.0	HOME_WIN	Werner Spiewak							
122	1964-01-11	5	1	1963	16	Hamburger SV	7	Pr. Münster	15				5.0	0.0	HOME_WIN	Ewald Regely							
123	1964-01-11	5	1	1963	16	1.FC K'lautern	9	E. Frankfurt	8				1.0	1.0	DRAW	Hans-Joachim Weyland							
124	1964-01-11	5	1	1963	16	1.FC Köln	1	Saarbrücken	16				1.0	3.0	AWAY_WIN	Kurt Handwerker							
125	1964-01-11	5	1	1963	16	1.FC Nürnberg	11	Hertha BSC	14				2.0	3.0	AWAY_WIN	Fritz Leidag							
126	1964-01-11	5	1	1963	16	E. Braunschweig	10	1860 München	12				0.0	1.0	AWAY_WIN	Johannes Malka							
127	1964-02-08	5	2	1963	16	VfB Stuttgart	5	FC Schalke 04	2				2.0	0.0	HOME_WIN	Edgar Deuschel							
128	1964-01-18	5	1	1963	17	Hertha BSC	13	VfB Stuttgart	4				0.0	2.0	AWAY_WIN	Johannes Malka							
129	1964-01-18	5	1	1963	17	Karlsruher SC	14	1.FC Köln	1				2.0	2.0	DRAW	Oswald Fritz							
130	1964-01-18	5	1	1963	17	1860 München	11	Bor. Dortmund	2				6.0	1.0	HOME_WIN	Willi Gusenburger							
131	1964-01-18	5	1	1963	17	Pr. Münster	15	E. Braunschweig	10				0.0	2.0	AWAY_WIN	Kurt Tschenscher							
132	1964-01-18	5	1	1963	17	FC Schalke 04	5	1.FC K'lautern	9				4.0	0.0	HOME_WIN	Gerhard Pooch							
133	1964-01-18	5	1	1963	17	Werder Bremen	8	1.FC Nürnberg	12				2.0	1.0	HOME_WIN	Werner Treichel							
134	1964-02-18	1	2	1963	17	E. Frankfurt	7	Meidericher SV	3				2.0	2.0	DRAW	Gerhard Schulenburg							
135	1964-02-18	1	2	1963	17	Saarbrücken	16	Hamburger SV	6				1.0	1.0	DRAW	Günter Sparing							
136	1964-01-25	5	1	1963	18	Bor. Dortmund	5	FC Schalke 04	3				3.0	0.0	HOME_WIN	Alfred Ott							
137	1964-01-25	5	1	1963	18	Meidericher SV	4	Pr. Münster	15				0.0	0.0	DRAW	Rudolf Kreitlein							
138	1964-01-25	5	1	1963	18	Hamburger SV	6	Karlsruher SC	13				1.0	1.0	DRAW	Karl Niemeyer							
139	1964-01-25	5	1	1963	18	1.FC Köln	1	1860 München	11				2.0	2.0	DRAW	Walter Zimmermann							
140	1964-01-25	5	1	1963	18	1.FC Nürnberg	12	E. Frankfurt	8				1.0	0.0	HOME_WIN	Rudibert Jacobi							
141	1964-02-08	5	2	1963	18	1.FC K'lautern	10	Hertha BSC	14				3.0	0.0	HOME_WIN	Rudolf Kreitlein							
142	1964-03-26	3	3	1963	18	E. Braunschweig	9	Saarbrücken	16				3.0	1.0	HOME_WIN	Heinz Fischer							
143	1964-03-30	0	3	1963	18	VfB Stuttgart	2	Werder Bremen	7				2.0	0.0	HOME_WIN	Max Spinnler							
144	1964-02-01	5	2	1963	19	Werder Bremen	7	1.FC K'lautern	9				2.0	0.0	HOME_WIN	Alois Wieser							
145	1964-02-01	5	2	1963	19	Karlsruher SC	13	E. Braunschweig	8				3.0	1.0	HOME_WIN	Hans-Joachim Weyland							
146	1964-02-01	5	2	1963	19	FC Schalke 04	5	1.FC Köln	1				2.0	3.0	AWAY_WIN	Rudibert Jacobi							
147	1964-02-08	5	2	1963	19	Pr. Münster	15	1.FC Nürnberg	12				0.0	1.0	AWAY_WIN	Erwin Sturm							
148	1964-03-26	3	3	1963	19	1860 München	11	VfB Stuttgart	2				1.0	1.0	DRAW	Werner Spiewak							
149	1964-03-27	4	3	1963	19	Hertha BSC	14	Meidericher SV	4				5.0	2.0	HOME_WIN	Herbert Lutz							
150	1964-03-30	0	3	1963	19	Saarbrücken	16	Bor. Dortmund	3				2.0	1.0	HOME_WIN	Kurt Tschenscher							
151	1964-03-30	0	3	1963	19	E. Frankfurt	10	Hamburger SV	6				2.0	2.0	DRAW	Horst Mathieu							
152	1964-02-15	5	2	1963	20	E. Braunschweig	9	E. Frankfurt	8				0.0	3.0	AWAY_WIN	Werner Treichel							
153	1964-02-15	5	2	1963	20	Bor. Dortmund	3	Karlsruher SC	13				3.0	2.0	HOME_WIN	Erwin Sturm							
154	1964-02-15	5	2	1963	20	Meidericher SV	4	Werder Bremen	7				1.0	0.0	HOME_WIN	Alfred Ott							
155	1964-02-15	5	2	1963	20	Hamburger SV	6	FC Schalke 04	5				3.0	1.0	HOME_WIN	Kurt Handwerker							
156	1964-02-15	5	2	1963	20	1.FC K'lautern	10	1860 München	11				2.0	1.0	HOME_WIN	Fritz Schörnich							
157	1964-02-15	5	2	1963	20	1.FC Köln	1	Hertha BSC	14				3.0	1.0	HOME_WIN	Erich Reil							
158	1964-02-15	5	2	1963	20	1.FC Nürnberg	12	Saarbrücken	16				2.0	0.0	HOME_WIN	Karl Niemeyer							
159	1964-02-15	5	2	1963	20	VfB Stuttgart	2	Pr. Münster	15				0.0	3.0	AWAY_WIN	Helmut Fritz							
160	1964-02-22	5	2	1963	21	Hertha BSC	14	Hamburger SV	5				1.0	2.0	AWAY_WIN	Heinz Fischer							
161	1964-02-22	5	2	1963	21	Werder Bremen	8	1.FC Köln	1				1.0	1.0	DRAW	Rudolf Kreitlein							
162	1964-02-22	5	2	1963	21	E. Frankfurt	7	Bor. Dortmund	3				2.0	1.0	HOME_WIN	Ewald Regely							
163	1964-02-22	5	2	1963	21	Karlsruher SC	13	1.FC Nürnberg	10				1.0	3.0	AWAY_WIN	Fritz Leidag							
164	1964-02-22	5	2	1963	21	Pr. Münster	15	1.FC K'lautern	9				1.0	0.0	HOME_WIN	Walter Zimmermann							
165	1964-02-22	5	2	1963	21	Saarbrücken	16	VfB Stuttgart	2				0.0	1.0	AWAY_WIN	Willi Thier							
166	1964-02-22	5	2	1963	21	FC Schalke 04	6	E. Braunschweig	11				2.0	0.0	HOME_WIN	Karl Riegg							
167	1964-03-31	1	3	1963	21	1860 München	12	Meidericher SV	4				0.0	0.0	DRAW	Josef Hager							
168	1964-02-29	5	2	1963	22	Bor. Dortmund	5	Pr. Münster	14				0.0	0.0	DRAW	Günter Sparing							
169	1964-02-29	5	2	1963	22	Meidericher SV	4	FC Schalke 04	6				3.0	0.0	HOME_WIN	Walter Zimmermann							
170	1964-02-29	5	2	1963	22	1.FC K'lautern	9	Saarbrücken	16				2.0	4.0	AWAY_WIN	Karl Riegg							
171	1964-02-29	5	2	1963	22	1.FC Köln	1	E. Frankfurt	7				1.0	1.0	DRAW	Herbert Lutz							
172	1964-02-29	5	2	1963	22	1.FC Nürnberg	10	1860 München	11				2.0	2.0	DRAW	Günther Baumgärtl							
173	1964-02-29	5	2	1963	22	VfB Stuttgart	2	Karlsruher SC	13				4.0	1.0	HOME_WIN	Alfons Betz							
174	1964-03-26	3	3	1963	22	Hamburger SV	3	Werder Bremen	8				1.0	1.0	DRAW	Gerhard Pooch							
175	1964-03-30	0	3	1963	22	E. Braunschweig	12	Hertha BSC	15				1.0	1.0	DRAW	Berthold Schmidt							
176	1964-03-07	5	3	1963	23	Hertha BSC	15	Bor. Dortmund	5				0.0	0.0	DRAW	Rudibert Jacobi							
177	1964-03-07	5	3	1963	23	Werder Bremen	8	E. Braunschweig	12				2.0	3.0	AWAY_WIN	Fritz Schörnich							
178	1964-03-07	5	3	1963	23	E. Frankfurt	6	VfB Stuttgart	2				3.0	2.0	HOME_WIN	Erich Reil							
179	1964-03-07	5	3	1963	23	Karlsruher SC	14	1.FC K'lautern	10				5.0	1.0	HOME_WIN	Willi Thier							
180	1964-03-07	5	3	1963	23	1860 München	11	Hamburger SV	4				9.0	2.0	HOME_WIN	Hans-Joachim Weyland							
181	1964-03-07	5	3	1963	23	Pr. Münster	13	1.FC Köln	1				0.0	2.0	AWAY_WIN	Gerhard Schulenburg							
182	1964-03-07	5	3	1963	23	Saarbrücken	16	Meidericher SV	3				0.0	2.0	AWAY_WIN	Kurt Handwerker							
183	1964-03-07	5	3	1963	23	FC Schalke 04	7	1.FC Nürnberg	9				4.0	1.0	HOME_WIN	Horst Mathieu							
184	1964-03-14	5	3	1963	24	E. Braunschweig	11	Hamburger SV	5				2.0	1.0	HOME_WIN	Rolf Seekamp							
185	1964-03-14	5	3	1963	24	Werder Bremen	8	FC Schalke 04	6				1.0	0.0	HOME_WIN	Kurt Tschenscher							
186	1964-03-14	5	3	1963	24	Bor. Dortmund	4	VfB Stuttgart	3				7.0	1.0	HOME_WIN	Helmut Fritz							
187	1964-03-14	5	3	1963	24	Meidericher SV	2	1.FC Köln	1				2.0	2.0	DRAW	Günter Sparing							
188	1964-03-14	5	3	1963	24	E. Frankfurt	7	Hertha BSC	14				4.0	0.0	HOME_WIN	Willi Gusenburger							
189	1964-03-14	5	3	1963	24	1.FC K'lautern	12	1.FC Nürnberg	10				3.0	1.0	HOME_WIN	Hans-Joachim Weyland							
190	1964-03-14	5	3	1963	24	Karlsruher SC	13	Saarbrücken	16				2.0	2.0	DRAW	Gerhard Schulenburg							
191	1964-03-14	5	3	1963	24	1860 München	9	Pr. Münster	15				3.0	1.0	HOME_WIN	Edgar Deuschel							
192	1964-03-21	5	3	1963	25	Hamburger SV	6	Meidericher SV	2				3.0	3.0	DRAW	Rudolf Kreitlein							
193	1964-03-21	5	3	1963	25	1.FC Köln	1	E. Braunschweig	10				4.0	1.0	HOME_WIN	Karl Riegg							
194	1964-03-21	5	3	1963	25	Pr. Münster	15	Karlsruher SC	13				0.0	0.0	DRAW	Herbert Lutz							
195	1964-03-21	5	3	1963	25	1.FC Nürnberg	12	Bor. Dortmund	4				4.0	0.0	HOME_WIN	Edgar Deuschel							
196	1964-03-21	5	3	1963	25	Saarbrücken	16	1860 München	9				1.0	2.0	AWAY_WIN	Ewald Regely							
197	1964-03-21	5	3	1963	25	FC Schalke 04	7	E. Frankfurt	5				1.0	2.0	AWAY_WIN	Alfred Ott							
198	1964-03-21	5	3	1963	25	VfB Stuttgart	3	1.FC K'lautern	11				4.0	0.0	HOME_WIN	Erwin Sturm							
199	1964-04-15	2	4	1963	25	Hertha BSC	14	Werder Bremen	8				5.0	2.0	HOME_WIN	Rudolf Kreitlein							
200	1964-04-04	5	4	1963	26	Hertha BSC	14	FC Schalke 04	8				1.0	0.0	HOME_WIN	Oswald Fritz							
201	1964-04-04	5	4	1963	26	Meidericher SV	2	E. Braunschweig	11				5.0	1.0	HOME_WIN	Rudibert Jacobi							
202	1964-04-04	5	4	1963	26	E. Frankfurt	4	Werder Bremen	9				7.0	0.0	HOME_WIN	Willi Thier							
203	1964-04-04	5	4	1963	26	Hamburger SV	6	1.FC Köln	1				1.0	1.0	DRAW	Helmut Fritz							
204	1964-04-04	5	4	1963	26	1.FC K'lautern	12	Bor. Dortmund	5				0.0	1.0	AWAY_WIN	Walter Zimmermann							
205	1964-04-04	5	4	1963	26	Karlsruher SC	13	1860 München	7				1.0	0.0	HOME_WIN	Günter Sparing							
206	1964-04-04	5	4	1963	26	Pr. Münster	15	Saarbrücken	16				2.0	1.0	HOME_WIN	Rudolf Kreitlein							
207	1964-04-04	5	4	1963	26	1.FC Nürnberg	10	VfB Stuttgart	3				0.0	0.0	DRAW	Kurt Tschenscher							
208	1964-04-11	5	4	1963	27	Werder Bremen	10	Karlsruher SC	13				0.0	0.0	DRAW	Werner Treichel							
209	1964-04-11	5	4	1963	27	E. Braunschweig	11	1.FC K'lautern	12				0.0	1.0	AWAY_WIN	Karl Niemeyer							
